size,optimized,unoptimized
13,1.00282788277,0.995429992676
13,1.00282788277,1.02369689941
13,1.00282788277,0.99644112587
13,1.00282788277,1.01518201828
13,1.00282788277,1.02355504036
12,0.253423929214,0.250766992569
12,0.253423929214,0.2504799366
12,0.253423929214,0.258619070053
12,0.253423929214,0.251563072205
12,0.253423929214,0.250890016556
12,0.253423929214,0.254451036453
12,0.253423929214,0.254305124283
12,0.253423929214,0.254846096039
12,0.253423929214,0.254940032959
12,0.253423929214,0.24925994873
12,0.252025127411,0.250766992569
12,0.252025127411,0.2504799366
12,0.252025127411,0.258619070053
12,0.252025127411,0.251563072205
12,0.252025127411,0.250890016556
12,0.252025127411,0.254451036453
12,0.252025127411,0.254305124283
12,0.252025127411,0.254846096039
12,0.252025127411,0.254940032959
12,0.252025127411,0.24925994873
10,0.0174190998077,0.0176839828491
10,0.0174190998077,0.0171298980713
10,0.0174190998077,0.0168261528015
10,0.0174190998077,0.0165989398956
10,0.0174190998077,0.0168070793152
9,0.00505900382996,0.00483798980713
9,0.00505900382996,0.00485301017761
9,0.00505900382996,0.00478291511536
9,0.00505900382996,0.00476217269897
9,0.00505900382996,0.00476908683777
10,0.0172848701477,0.0176839828491
10,0.0172848701477,0.0171298980713
10,0.0172848701477,0.0168261528015
10,0.0172848701477,0.0165989398956
10,0.0172848701477,0.0168070793152
10,0.0174629688263,0.0176839828491
10,0.0174629688263,0.0171298980713
10,0.0174629688263,0.0168261528015
10,0.0174629688263,0.0165989398956
10,0.0174629688263,0.0168070793152
9,0.00497698783875,0.00483798980713
9,0.00497698783875,0.00485301017761
9,0.00497698783875,0.00478291511536
9,0.00497698783875,0.00476217269897
9,0.00497698783875,0.00476908683777
12,0.254354000092,0.250766992569
12,0.254354000092,0.2504799366
12,0.254354000092,0.258619070053
12,0.254354000092,0.251563072205
12,0.254354000092,0.250890016556
12,0.254354000092,0.254451036453
12,0.254354000092,0.254305124283
12,0.254354000092,0.254846096039
12,0.254354000092,0.254940032959
12,0.254354000092,0.24925994873
11,0.0647711753845,0.0607929229736
11,0.0647711753845,0.060879945755
11,0.0647711753845,0.06130194664
11,0.0647711753845,0.0615968704224
11,0.0647711753845,0.0607469081879
11,0.0639050006866,0.0607929229736
11,0.0639050006866,0.060879945755
11,0.0639050006866,0.06130194664
11,0.0639050006866,0.0615968704224
11,0.0639050006866,0.0607469081879
9,0.00505089759827,0.00483798980713
9,0.00505089759827,0.00485301017761
9,0.00505089759827,0.00478291511536
9,0.00505089759827,0.00476217269897
9,0.00505089759827,0.00476908683777
11,0.0653049945831,0.0607929229736
11,0.0653049945831,0.060879945755
11,0.0653049945831,0.06130194664
11,0.0653049945831,0.0615968704224
11,0.0653049945831,0.0607469081879
12,0.25391292572,0.250766992569
12,0.25391292572,0.2504799366
12,0.25391292572,0.258619070053
12,0.25391292572,0.251563072205
12,0.25391292572,0.250890016556
12,0.25391292572,0.254451036453
12,0.25391292572,0.254305124283
12,0.25391292572,0.254846096039
12,0.25391292572,0.254940032959
12,0.25391292572,0.24925994873
10,0.0174279212952,0.0176839828491
10,0.0174279212952,0.0171298980713
10,0.0174279212952,0.0168261528015
10,0.0174279212952,0.0165989398956
10,0.0174279212952,0.0168070793152
9,0.00495600700378,0.00483798980713
9,0.00495600700378,0.00485301017761
9,0.00495600700378,0.00478291511536
9,0.00495600700378,0.00476217269897
9,0.00495600700378,0.00476908683777
13,1.01006984711,0.995429992676
13,1.01006984711,1.02369689941
13,1.01006984711,0.99644112587
13,1.01006984711,1.01518201828
13,1.01006984711,1.02355504036
9,0.00504207611084,0.00483798980713
9,0.00504207611084,0.00485301017761
9,0.00504207611084,0.00478291511536
9,0.00504207611084,0.00476217269897
9,0.00504207611084,0.00476908683777
11,0.0654728412628,0.0607929229736
11,0.0654728412628,0.060879945755
11,0.0654728412628,0.06130194664
11,0.0654728412628,0.0615968704224
11,0.0654728412628,0.0607469081879
13,1.00994300842,0.995429992676
13,1.00994300842,1.02369689941
13,1.00994300842,0.99644112587
13,1.00994300842,1.01518201828
13,1.00994300842,1.02355504036
12,0.252423048019,0.250766992569
12,0.252423048019,0.2504799366
12,0.252423048019,0.258619070053
12,0.252423048019,0.251563072205
12,0.252423048019,0.250890016556
12,0.252423048019,0.254451036453
12,0.252423048019,0.254305124283
12,0.252423048019,0.254846096039
12,0.252423048019,0.254940032959
12,0.252423048019,0.24925994873
13,1.00513911247,0.995429992676
13,1.00513911247,1.02369689941
13,1.00513911247,0.99644112587
13,1.00513911247,1.01518201828
13,1.00513911247,1.02355504036
11,0.0650231838226,0.0607929229736
11,0.0650231838226,0.060879945755
11,0.0650231838226,0.06130194664
11,0.0650231838226,0.0615968704224
11,0.0650231838226,0.0607469081879
13,1.00449514389,0.995429992676
13,1.00449514389,1.02369689941
13,1.00449514389,0.99644112587
13,1.00449514389,1.01518201828
13,1.00449514389,1.02355504036
10,0.017315864563,0.0176839828491
10,0.017315864563,0.0171298980713
10,0.017315864563,0.0168261528015
10,0.017315864563,0.0165989398956
10,0.017315864563,0.0168070793152
12,0.250441074371,0.250766992569
12,0.250441074371,0.2504799366
12,0.250441074371,0.258619070053
12,0.250441074371,0.251563072205
12,0.250441074371,0.250890016556
12,0.250441074371,0.254451036453
12,0.250441074371,0.254305124283
12,0.250441074371,0.254846096039
12,0.250441074371,0.254940032959
12,0.250441074371,0.24925994873
12,0.251312017441,0.250766992569
12,0.251312017441,0.2504799366
12,0.251312017441,0.258619070053
12,0.251312017441,0.251563072205
12,0.251312017441,0.250890016556
12,0.251312017441,0.254451036453
12,0.251312017441,0.254305124283
12,0.251312017441,0.254846096039
12,0.251312017441,0.254940032959
12,0.251312017441,0.24925994873
12,0.257526874542,0.250766992569
12,0.257526874542,0.2504799366
12,0.257526874542,0.258619070053
12,0.257526874542,0.251563072205
12,0.257526874542,0.250890016556
12,0.257526874542,0.254451036453
12,0.257526874542,0.254305124283
12,0.257526874542,0.254846096039
12,0.257526874542,0.254940032959
12,0.257526874542,0.24925994873
12,0.259045124054,0.250766992569
12,0.259045124054,0.2504799366
12,0.259045124054,0.258619070053
12,0.259045124054,0.251563072205
12,0.259045124054,0.250890016556
12,0.259045124054,0.254451036453
12,0.259045124054,0.254305124283
12,0.259045124054,0.254846096039
12,0.259045124054,0.254940032959
12,0.259045124054,0.24925994873
12,0.249184131622,0.250766992569
12,0.249184131622,0.2504799366
12,0.249184131622,0.258619070053
12,0.249184131622,0.251563072205
12,0.249184131622,0.250890016556
12,0.249184131622,0.254451036453
12,0.249184131622,0.254305124283
12,0.249184131622,0.254846096039
12,0.249184131622,0.254940032959
12,0.249184131622,0.24925994873

