size,optimized,unoptimized
1000,9.54061388969,10.278165102
1000,9.54061388969,10.7840659618
1000,9.54061388969,8.40473103523
1000,9.54061388969,8.35409903526
1000,9.54061388969,8.94898200035
1000,9.54061388969,9.22529292107
1000,9.54061388969,8.16095590591
1000,9.54061388969,10.2309398651
1000,9.54061388969,8.19442296028
1000,9.54061388969,10.3957049847
900,5.88770103455,6.57099604607
900,5.88770103455,6.76723790169
900,5.88770103455,6.66348385811
900,5.88770103455,6.50932312012
900,5.88770103455,6.65920901299
500,0.399780988693,0.483844041824
500,0.399780988693,0.501219987869
500,0.399780988693,0.548928976059
500,0.399780988693,0.486615180969
500,0.399780988693,0.492728948593
800,3.66774702072,3.61604189873
800,3.66774702072,4.29592704773
800,3.66774702072,3.85428404808
800,3.66774702072,3.97556400299
800,3.66774702072,4.15028595924
1000,7.67545199394,10.278165102
1000,7.67545199394,10.7840659618
1000,7.67545199394,8.40473103523
1000,7.67545199394,8.35409903526
1000,7.67545199394,8.94898200035
1000,7.67545199394,9.22529292107
1000,7.67545199394,8.16095590591
1000,7.67545199394,10.2309398651
1000,7.67545199394,8.19442296028
1000,7.67545199394,10.3957049847
600,1.01850605011,1.12787008286
600,1.01850605011,1.12944984436
600,1.01850605011,1.13872981071
600,1.01850605011,1.10863494873
600,1.01850605011,1.12970805168
1000,8.66770505905,10.278165102
1000,8.66770505905,10.7840659618
1000,8.66770505905,8.40473103523
1000,8.66770505905,8.35409903526
1000,8.66770505905,8.94898200035
1000,8.66770505905,9.22529292107
1000,8.66770505905,8.16095590591
1000,8.66770505905,10.2309398651
1000,8.66770505905,8.19442296028
1000,8.66770505905,10.3957049847
600,1.04800701141,1.12787008286
600,1.04800701141,1.12944984436
600,1.04800701141,1.13872981071
600,1.04800701141,1.10863494873
600,1.04800701141,1.12970805168
900,6.21796584129,6.57099604607
900,6.21796584129,6.76723790169
900,6.21796584129,6.66348385811
900,6.21796584129,6.50932312012
900,6.21796584129,6.65920901299
1000,7.59214782715,10.278165102
1000,7.59214782715,10.7840659618
1000,7.59214782715,8.40473103523
1000,7.59214782715,8.35409903526
1000,7.59214782715,8.94898200035
1000,7.59214782715,9.22529292107
1000,7.59214782715,8.16095590591
1000,7.59214782715,10.2309398651
1000,7.59214782715,8.19442296028
1000,7.59214782715,10.3957049847
800,3.34103488922,3.61604189873
800,3.34103488922,4.29592704773
800,3.34103488922,3.85428404808
800,3.34103488922,3.97556400299
800,3.34103488922,4.15028595924
800,3.42139697075,3.61604189873
800,3.42139697075,4.29592704773
800,3.42139697075,3.85428404808
800,3.42139697075,3.97556400299
800,3.42139697075,4.15028595924
700,2.07012414932,2.2361471653
700,2.07012414932,2.24682188034
700,2.07012414932,2.1905310154
700,2.07012414932,2.15821099281
700,2.07012414932,2.21495199203
600,0.998064041138,1.12787008286
600,0.998064041138,1.12944984436
600,0.998064041138,1.13872981071
600,0.998064041138,1.10863494873
600,0.998064041138,1.12970805168
500,0.399230957031,0.483844041824
500,0.399230957031,0.501219987869
500,0.399230957031,0.548928976059
500,0.399230957031,0.486615180969
500,0.399230957031,0.492728948593
600,1.00752902031,1.12787008286
600,1.00752902031,1.12944984436
600,1.00752902031,1.13872981071
600,1.00752902031,1.10863494873
600,1.00752902031,1.12970805168
700,2.10066485405,2.2361471653
700,2.10066485405,2.24682188034
700,2.10066485405,2.1905310154
700,2.10066485405,2.15821099281
700,2.10066485405,2.21495199203
500,0.398149967194,0.483844041824
