size,optimized,unoptimized
32768,0.000622034072876,0.00064492225647
32768,0.000622034072876,0.000615119934082
32768,0.000622034072876,0.000571012496948
32768,0.000622034072876,0.000674962997437
32768,0.000622034072876,0.000633001327515
16384,0.000717878341675,0.000723838806152
16384,0.000717878341675,0.000698089599609
16384,0.000717878341675,0.000607967376709
16384,0.000717878341675,0.00075888633728
16384,0.000717878341675,0.000611066818237
16384,0.000732898712158,0.000723838806152
16384,0.000732898712158,0.000698089599609
16384,0.000732898712158,0.000607967376709
16384,0.000732898712158,0.00075888633728
16384,0.000732898712158,0.000611066818237
65536,0.000797033309937,0.000648021697998
65536,0.000797033309937,0.000659942626953
65536,0.000797033309937,0.000760793685913
65536,0.000797033309937,0.000667095184326
65536,0.000797033309937,0.000623941421509
65536,0.000797033309937,0.00143003463745
65536,0.000797033309937,0.00137305259705
65536,0.000797033309937,0.00141501426697
65536,0.000797033309937,0.00142216682434
65536,0.000797033309937,0.00107407569885
16384,0.000596046447754,0.000723838806152
16384,0.000596046447754,0.000698089599609
16384,0.000596046447754,0.000607967376709
16384,0.000596046447754,0.00075888633728
16384,0.000596046447754,0.000611066818237
32768,0.000659942626953,0.00064492225647
32768,0.000659942626953,0.000615119934082
32768,0.000659942626953,0.000571012496948
32768,0.000659942626953,0.000674962997437
32768,0.000659942626953,0.000633001327515
65536,0.000596046447754,0.000648021697998
65536,0.000596046447754,0.000659942626953
65536,0.000596046447754,0.000760793685913
65536,0.000596046447754,0.000667095184326
65536,0.000596046447754,0.000623941421509
65536,0.000596046447754,0.00143003463745
65536,0.000596046447754,0.00137305259705
65536,0.000596046447754,0.00141501426697
65536,0.000596046447754,0.00142216682434
65536,0.000596046447754,0.00107407569885
32768,0.000635147094727,0.00064492225647
32768,0.000635147094727,0.000615119934082
32768,0.000635147094727,0.000571012496948
32768,0.000635147094727,0.000674962997437
32768,0.000635147094727,0.000633001327515
32768,0.000667095184326,0.00064492225647
32768,0.000667095184326,0.000615119934082
32768,0.000667095184326,0.000571012496948
32768,0.000667095184326,0.000674962997437
32768,0.000667095184326,0.000633001327515
65536,0.000704050064087,0.000648021697998
65536,0.000704050064087,0.000659942626953
65536,0.000704050064087,0.000760793685913
65536,0.000704050064087,0.000667095184326
65536,0.000704050064087,0.000623941421509
65536,0.000704050064087,0.00143003463745
65536,0.000704050064087,0.00137305259705
65536,0.000704050064087,0.00141501426697
65536,0.000704050064087,0.00142216682434
65536,0.000704050064087,0.00107407569885
16384,0.000684022903442,0.000723838806152
16384,0.000684022903442,0.000698089599609
16384,0.000684022903442,0.000607967376709
16384,0.000684022903442,0.00075888633728
16384,0.000684022903442,0.000611066818237
16384,0.000766038894653,0.000723838806152
16384,0.000766038894653,0.000698089599609
16384,0.000766038894653,0.000607967376709
16384,0.000766038894653,0.00075888633728
16384,0.000766038894653,0.000611066818237
65536,0.000683069229126,0.000648021697998
65536,0.000683069229126,0.000659942626953
65536,0.000683069229126,0.000760793685913
65536,0.000683069229126,0.000667095184326
65536,0.000683069229126,0.000623941421509
65536,0.000683069229126,0.00143003463745
65536,0.000683069229126,0.00137305259705
65536,0.000683069229126,0.00141501426697
65536,0.000683069229126,0.00142216682434
65536,0.000683069229126,0.00107407569885
65536,0.000758171081543,0.000648021697998
65536,0.000758171081543,0.000659942626953
65536,0.000758171081543,0.000760793685913
65536,0.000758171081543,0.000667095184326
65536,0.000758171081543,0.000623941421509
65536,0.000758171081543,0.00143003463745
65536,0.000758171081543,0.00137305259705
65536,0.000758171081543,0.00141501426697
65536,0.000758171081543,0.00142216682434
65536,0.000758171081543,0.00107407569885
32768,0.000643014907837,0.00064492225647
32768,0.000643014907837,0.000615119934082
32768,0.000643014907837,0.000571012496948
32768,0.000643014907837,0.000674962997437
32768,0.000643014907837,0.000633001327515
65536,0.00143098831177,0.000648021697998
65536,0.00143098831177,0.000659942626953
65536,0.00143098831177,0.000760793685913
65536,0.00143098831177,0.000667095184326
65536,0.00143098831177,0.000623941421509
65536,0.00143098831177,0.00143003463745
65536,0.00143098831177,0.00137305259705
65536,0.00143098831177,0.00141501426697
65536,0.00143098831177,0.00142216682434
65536,0.00143098831177,0.00107407569885
65536,0.00116086006165,0.000648021697998
65536,0.00116086006165,0.000659942626953
65536,0.00116086006165,0.000760793685913
65536,0.00116086006165,0.000667095184326
65536,0.00116086006165,0.000623941421509
65536,0.00116086006165,0.00143003463745
65536,0.00116086006165,0.00137305259705
65536,0.00116086006165,0.00141501426697
65536,0.00116086006165,0.00142216682434
65536,0.00116086006165,0.00107407569885
65536,0.00141716003418,0.000648021697998
65536,0.00141716003418,0.000659942626953
65536,0.00141716003418,0.000760793685913
65536,0.00141716003418,0.000667095184326
65536,0.00141716003418,0.000623941421509
65536,0.00141716003418,0.00143003463745
65536,0.00141716003418,0.00137305259705
65536,0.00141716003418,0.00141501426697
65536,0.00141716003418,0.00142216682434
65536,0.00141716003418,0.00107407569885
65536,0.0011670589447,0.000648021697998
65536,0.0011670589447,0.000659942626953
65536,0.0011670589447,0.000760793685913
65536,0.0011670589447,0.000667095184326
65536,0.0011670589447,0.000623941421509
65536,0.0011670589447,0.00143003463745
65536,0.0011670589447,0.00137305259705
65536,0.0011670589447,0.00141501426697
65536,0.0011670589447,0.00142216682434
65536,0.0011670589447,0.00107407569885
65536,0.0013439655304,0.000648021697998
65536,0.0013439655304,0.000659942626953
65536,0.0013439655304,0.000760793685913
65536,0.0013439655304,0.000667095184326
65536,0.0013439655304,0.000623941421509
65536,0.0013439655304,0.00143003463745
65536,0.0013439655304,0.00137305259705
65536,0.0013439655304,0.00141501426697
65536,0.0013439655304,0.00142216682434
65536,0.0013439655304,0.00107407569885

