size,optimized,unoptimized
100000,0.600841999054,0.604306221008
100000,0.600841999054,0.60326385498
100000,0.600841999054,0.60160779953
100000,0.600841999054,0.605821847916
100000,0.600841999054,0.602908849716
1000,0.00709104537964,0.00699591636658
1000,0.00709104537964,0.0068519115448
1000,0.00709104537964,0.00699210166931
1000,0.00709104537964,0.00695300102234
1000,0.00709104537964,0.00701403617859
10000,0.0615949630737,0.0619139671326
10000,0.0615949630737,0.061460018158
10000,0.0615949630737,0.0616140365601
10000,0.0615949630737,0.0613858699799
10000,0.0615949630737,0.0625071525574
100,0.00153994560242,0.00149989128113
100,0.00153994560242,0.00150799751282
100,0.00153994560242,0.00151896476746
100,0.00153994560242,0.00151014328003
100,0.00153994560242,0.00140500068665
100000,0.605530023575,0.604306221008
100000,0.605530023575,0.60326385498
100000,0.605530023575,0.60160779953
100000,0.605530023575,0.605821847916
100000,0.605530023575,0.602908849716
100,0.00148820877075,0.00149989128113
100,0.00148820877075,0.00150799751282
100,0.00148820877075,0.00151896476746
100,0.00148820877075,0.00151014328003
100,0.00148820877075,0.00140500068665
1000000,6.01874494553,5.99750113487
1000000,6.01874494553,6.06588697433
1000000,6.01874494553,6.02222514153
1000000,6.01874494553,6.02535390854
1000000,6.01874494553,5.99858593941
1000000,6.01874494553,5.95929217339
1000000,6.01874494553,5.94654488564
1000000,6.01874494553,5.96359801292
1000000,6.01874494553,5.95821118355
1000000,6.01874494553,5.95346808434
10000,0.061784029007,0.0619139671326
10000,0.061784029007,0.061460018158
10000,0.061784029007,0.0616140365601
10000,0.061784029007,0.0613858699799
10000,0.061784029007,0.0625071525574
100000,0.605893850327,0.604306221008
100000,0.605893850327,0.60326385498
100000,0.605893850327,0.60160779953
100000,0.605893850327,0.605821847916
100000,0.605893850327,0.602908849716
100,0.00157809257507,0.00149989128113
100,0.00157809257507,0.00150799751282
100,0.00157809257507,0.00151896476746
100,0.00157809257507,0.00151014328003
100,0.00157809257507,0.00140500068665
10000,0.0618901252747,0.0619139671326
10000,0.0618901252747,0.061460018158
10000,0.0618901252747,0.0616140365601
10000,0.0618901252747,0.0613858699799
10000,0.0618901252747,0.0625071525574
1000000,6.00260186195,5.99750113487
1000000,6.00260186195,6.06588697433
1000000,6.00260186195,6.02222514153
1000000,6.00260186195,6.02535390854
1000000,6.00260186195,5.99858593941
1000000,6.00260186195,5.95929217339
1000000,6.00260186195,5.94654488564
1000000,6.00260186195,5.96359801292
1000000,6.00260186195,5.95821118355
1000000,6.00260186195,5.95346808434
1000,0.00706911087036,0.00699591636658
1000,0.00706911087036,0.0068519115448
1000,0.00706911087036,0.00699210166931
1000,0.00706911087036,0.00695300102234
1000,0.00706911087036,0.00701403617859
1000000,6.01052999496,5.99750113487
1000000,6.01052999496,6.06588697433
1000000,6.01052999496,6.02222514153
1000000,6.01052999496,6.02535390854
1000000,6.01052999496,5.99858593941
1000000,6.01052999496,5.95929217339
1000000,6.01052999496,5.94654488564
1000000,6.01052999496,5.96359801292
1000000,6.01052999496,5.95821118355
1000000,6.01052999496,5.95346808434
100,0.0015230178833,0.00149989128113
100,0.0015230178833,0.00150799751282
100,0.0015230178833,0.00151896476746
