size,optimized,unoptimized
2048,0.00058388710022,0.000653982162476
2048,0.00058388710022,0.000591993331909
2048,0.00058388710022,0.000604867935181
2048,0.00058388710022,0.000586032867432
2048,0.00058388710022,0.000555992126465
2048,0.000587940216064,0.000653982162476
2048,0.000587940216064,0.000591993331909
2048,0.000587940216064,0.000604867935181
2048,0.000587940216064,0.000586032867432
2048,0.000587940216064,0.000555992126465
16,0.000638008117676,0.000616073608398
16,0.000638008117676,0.00058388710022
16,0.000638008117676,0.000578880310059
16,0.000638008117676,0.000598907470703
16,0.000638008117676,0.000692129135132
1024,0.00065803527832,0.000600099563599
1024,0.00065803527832,0.000616073608398
1024,0.00065803527832,0.000633955001831
1024,0.00065803527832,0.000659227371216
1024,0.00065803527832,0.000632047653198
2048,0.000622987747192,0.000653982162476
2048,0.000622987747192,0.000591993331909
2048,0.000622987747192,0.000604867935181
2048,0.000622987747192,0.000586032867432
2048,0.000622987747192,0.000555992126465
512,0.000588178634644,0.00059700012207
512,0.000588178634644,0.000591993331909
512,0.000588178634644,0.000579833984375
512,0.000588178634644,0.000658988952637
512,0.000588178634644,0.000698089599609
16,0.000655889511108,0.000616073608398
16,0.000655889511108,0.00058388710022
16,0.000655889511108,0.000578880310059
16,0.000655889511108,0.000598907470703
16,0.000655889511108,0.000692129135132
16,0.000629901885986,0.000616073608398
16,0.000629901885986,0.00058388710022
16,0.000629901885986,0.000578880310059
16,0.000629901885986,0.000598907470703
16,0.000629901885986,0.000692129135132
1024,0.000664949417114,0.000600099563599
1024,0.000664949417114,0.000616073608398
1024,0.000664949417114,0.000633955001831
1024,0.000664949417114,0.000659227371216
1024,0.000664949417114,0.000632047653198
4096,0.000643014907837,0.000650882720947
4096,0.000643014907837,0.000643968582153
4096,0.000643014907837,0.000630140304565
4096,0.000643014907837,0.000543117523193
4096,0.000643014907837,0.000620126724243
4096,0.000643014907837,0.000699043273926
4096,0.000643014907837,0.00110292434692
4096,0.000643014907837,0.00126504898071
4096,0.000643014907837,0.00132393836975
4096,0.000643014907837,0.00127792358398
32,0.000580072402954,0.00062894821167
32,0.000580072402954,0.000588893890381
32,0.000580072402954,0.000679969787598
32,0.000580072402954,0.000610113143921
32,0.000580072402954,0.000597953796387
1024,0.000654220581055,0.000600099563599
1024,0.000654220581055,0.000616073608398
1024,0.000654220581055,0.000633955001831
1024,0.000654220581055,0.000659227371216
1024,0.000654220581055,0.000632047653198
4096,0.00065016746521,0.000650882720947
4096,0.00065016746521,0.000643968582153
