prefix,size,optimized,unoptimized
is_prime,131072,2.50614938736,2.46350221634
is_prime,1048576,128.889316988,130.16306839
is_prime,65536,0.698042011261,0.727001428604
is_prime,524288,34.2576765537,34.5649015903
is_prime,262144,9.30985159874,9.2482779026

block_test,10000,0.149307775497,0.0627593517303
block_test,5000,0.0568387508392,0.0825176239014
block_test,15000,0.336999797821,0.434402990341
block_test,7500,0.100584840775,0.0656928062439
block_test,12500,0.0662598609924,0.0586391925812

blocked,900,4.85666718483,4.82757558823
blocked,1000,6.61400370598,6.68614821434
blocked,1100,8.98985123634,8.98966937065
blocked,1200,11.819731617,11.6366596222
blocked,1300,14.667317915,14.6674178123
blocked,1400,19.1048779488,19.0806325912

factor,2000000,5.22318558693,5.24081673622
factor,4000000,14.4949323654,14.4683603764
factor,6000000,26.434876442,26.3582305431
factor,5000000,20.183343029,20.2079190254
factor,3000000,9.48313975334,9.46428418159

bubble,100000,12.0900109768,12.3373198509
bubble,150000,27.4197063923,27.9853796005
bubble,250000,76.415451622,78.0984555721
bubble,200000,48.9176607609,49.9689698696
bubble,50000,2.90917778015,2.97268924713

quicksort,250000,15.4993071556,15.7849771976
quicksort,50000,1.05817651749,0.860660362244
quicksort,100000,2.97986707687,2.93839063644
quicksort,200000,10.5847356796,10.7602908611
quicksort,150000,6.61312255859,6.79950666428

kmeans,1000000,0.973773988088,0.972912518183
kmeans,10000,0.0175236225128,0.019073009491
kmeans,100000,0.108161592484,0.108845233917

permutations,8,0.00231637954712,0.00255179405212
permutations,9,0.00904960632324,0.0109818458557
permutations,10,0.0442583560944,0.0411578178406
permutations,11,0.427194547653,0.421254396439
permutations,12,5.03677453995,5.01952118874

mandlebrot_seq,1250,4.00862517357,2.82002420425
mandlebrot_seq,1000,2.0056353569,2.83548035622
mandlebrot_seq,2250,9.45627522469,9.53501644135
mandlebrot_seq,2000,9.3845949173,8.18224358559
mandlebrot_seq,1750,5.56853461266,6.89967222214
mandlebrot_seq,1500,5.06082963943,4.50406780243

fft,8192,205.863543844,201.665219975
fft,1024,20.6820044518,20.4081309795
fft,128,1.97915596962,1.95480074883
fft,4096,96.2128652096,94.5707723618
fft,256,4.36418194771,4.30911722183

huffman_priority_queue,1000,0.00825800895691,0.0093240737915
huffman_priority_queue,100000,0.442298173904,0.443303394318
huffman_priority_queue,100,0.00267634391785,0.00235738754272
huffman_priority_queue,1000000,4.35202665329,4.35648384094
huffman_priority_queue,10000,0.0452619552612,0.04834856987

huffman,1000,0.0235414266586,0.0238388538361
huffman,100000,1.82824578285,1.82826678753
huffman,100,0.00720868110657,0.00770127773285
huffman,1000000,18.2312260389,18.2430414915
huffman,10000,0.186770677567,0.18951895237

combinations,16,34.0416621685,30.0780649185
combinations,17,137.379757023,120.279929829
combinations,13,0.522825527191,0.465952348709
combinations,14,2.11077318192,1.86824531555
combinations,15,8.47044062614,7.41638059616

conjugate_transpose,512,0.00123586654663,0.00133409500122
conjugate_transpose,2048,0.00107617378235,0.00114240646362
conjugate_transpose,16,0.00117702484131,0.00127220153809
conjugate_transpose,1024,0.00108675956726,0.00127296447754

cholesky,524288,70.8374732494,68.6279967785
cholesky,1310720,164.74503808,193.905524158
cholesky,786432,109.602772999,112.600581837
cholesky,65536,9.03362617493,11.6298013687
cholesky,262144,36.889489603,36.5706956863

deconvolution,2048,2.69986763,2.48938164711
deconvolution,512,0.628367996216,0.70001335144
deconvolution,256,0.296972799301,0.364515829086
deconvolution,1024,1.41494903564,1.24759163857

euler_method,65536,0.00170254707336,0.00166897773743
euler_method,131072,0.00160717964172,0.00163354873657
euler_method,98304,0.00185379981995,0.00172805786133
euler_method,16384,0.00169095993042,0.00153079032898
euler_method,32768,0.00146245956421,0.00154976844788

nbody,20000000,0.00103077888489,0.0012725353241
nbody,50000000,0.00132555961609,0.00139198303223
nbody,30000000,0.00144248008728,0.00145254135132
nbody,10000000,0.00131978988647,0.00124549865723
nbody,40000000,0.000979852676392,0.00139865875244

lucas,175000,18.094200182,18.0984201908
lucas,125000,9.52843756676,9.52159757614
lucas,100000,6.2432302475,6.23455505371
lucas,150000,13.5020544052,13.5019356251
lucas,75000,3.59601340294,3.59150490761

aes,250000,0.419448184967,0.426014852524
aes,1250000,2.09186549187,2.11371684074
aes,750000,1.25140361786,1.26877756119
aes,1000000,1.66653461456,1.69073266983
aes,500000,0.841471767426,0.843570804596

