prefix,size,optimized,unoptimized
combinations,12,0.132632017136,0.122115802765
combinations,13,0.522073793411,0.467366600037
combinations,14,2.1070915699,1.87147135735
combinations,15,8.45751576424,7.42187566757
combinations,16,34.1946466923,30.0537127972
combinations,17,137.282568455,120.367237854

conjugate_transpose,2048,0.00120506286621,0.00118186473846
conjugate_transpose,4096,0.00124955177307,0.00113182067871
conjugate_transpose,1024,0.00107791423798,0.00120575428009
conjugate_transpose,32,0.00127258300781,0.00121765136719
conjugate_transpose,16,0.00115637779236,0.00115740299225
conjugate_transpose,512,0.00119280815125,0.00128545761108

cholesky,1310720,210.830131006,196.642436981
cholesky,524288,75.2948560238,77.4565034389
cholesky,786432,125.702965498,90.7317639828
cholesky,65536,9.01303443909,9.04421133995
cholesky,262144,45.7719534397,38.0677815914

deconvolution,512,0.593942213058,0.568616819382
deconvolution,2048,2.72530441284,2.68843359947
deconvolution,1024,1.38712062836,1.25050005913
deconvolution,256,0.288251686096,0.275777387619

euler_method,131072,0.00163564682007,0.00163173675537
euler_method,32768,0.00188083648682,0.00164699554443
euler_method,98304,0.0013023853302,0.00111045837402
euler_method,16384,0.00144138336182,0.00225038528442
euler_method,65536,0.00170254707336,0.00150437355042

nbody,10000000,0.00123696327209,0.00131163597107
nbody,20000000,0.00138416290283,0.00132579803467
nbody,30000000,0.00128779411316,0.00115685462952
nbody,50000000,0.00101733207703,0.000982618331909
nbody,40000000,0.00109362602234,0.000974369049072

lucas,100000,6.23659887314,6.23570833206
lucas,125000,9.54105525017,9.52078638077
lucas,150000,13.4927154064,13.5156030178
lucas,75000,3.60325436592,3.59570741653
lucas,175000,18.0943707943,18.1004064083

aes,500000,0.835499000549,0.843441009521
aes,250000,0.418010139465,0.423169374466
aes,750000,1.25101919174,1.26427459717
aes,1000000,1.67140240669,1.68289051056
aes,1250000,2.09225611687,2.10982832909

