prefix,size,optimized,unoptimized
is_prime,1048576,129.37986517,130.876289463
is_prime,131072,2.47704782486,2.52312502861
is_prime,524288,34.4497276306,35.0493619919
is_prime,65536,0.667472314835,0.6491355896
is_prime,262144,9.03051939011,9.28912024498

blocked,900,5.05226979256,4.9215177536
blocked,1000,7.19726343155,7.10820021629
blocked,1100,9.68812842369,9.7573035717
blocked,1200,12.5561411858,12.9152959347
blocked,1300,15.4708096027,15.5063040257
blocked,1400,19.7671523094,19.9830254078

block_test,10000,0.121316576004,0.138440608978
block_test,15000,0.107341623306,0.106022405624
block_test,5000,0.00356397628784,0.00275020599365
block_test,12500,0.0977684020996,0.0842510223389
block_test,7500,0.00366559028625,0.00384478569031

factor,2000000,5.34968948364,5.31307578087
factor,3000000,9.76058244705,9.76183800697
factor,6000000,27.0195755482,26.8738825798
factor,5000000,20.6172945976,20.4158987999
factor,4000000,14.7492572308,14.6963772297

bubble,100000,12.4221951962,12.6971004009
bubble,150000,27.9659482956,28.6602189541
bubble,250000,76.3379666328,78.2975209236
bubble,200000,49.3558784485,50.4336408615
bubble,50000,2.98592076302,3.0428293705

quicksort,100000,3.44517402649,3.30298452377
quicksort,150000,6.86841464043,6.89550819397
quicksort,250000,15.3142611504,15.1970846653
quicksort,200000,10.6958246231,10.9694187164
quicksort,50000,0.808297634125,0.803178262711

kmeans,1000000,0.956630531947,0.963587745031
kmeans,100000,0.104862165451,0.10971903801
kmeans,10000,0.019265794754,0.0157105445862

permutations,8,0.00241627693176,0.00218133926392
permutations,9,0.0086199760437,0.00833597183228
permutations,10,0.0423283576965,0.0452507972717
permutations,11,0.420636177063,0.420941972733
permutations,12,5.01267638206,5.0415456295

mandlebrot_seq,1250,3.14403953552,5.34414114952
mandlebrot_seq,1000,1.72098612785,3.25350122452
mandlebrot_seq,2250,13.0723033905,12.4287574291
mandlebrot_seq,2000,8.19639577866,10.1758711338
mandlebrot_seq,1750,7.51457133293,7.59824681282
mandlebrot_seq,1500,5.30645136833,4.27373104095

fft,1024,20.5545753479,20.2732620239
fft,128,1.96839542389,1.94550366402
fft,8192,203.968716574,199.987762594
fft,4096,95.4294093609,93.8048390388
fft,256,4.34190311432,4.29671897888

huffman_priority_queue,1000,0.00836381912231,0.00805039405823
huffman_priority_queue,10000,0.0463180541992,0.0489326477051
huffman_priority_queue,100000,0.437492609024,0.436702251434
huffman_priority_queue,100,0.00281739234924,0.00234885215759
huffman_priority_queue,1000000,4.32335205078,4.34116063118

huffman,1000,0.0228923082352,0.0222146272659
huffman,10000,0.184514498711,0.18641371727
huffman,100000,1.81512510777,1.81596221924
huffman,100,0.00942361354828,0.00601494312286
huffman,1000000,18.1340432167,18.1492704153

combinations,16,33.9135888577,29.9377201557
combinations,17,136.801363754,120.090607834
combinations,13,0.523040246964,0.463335084915
combinations,14,2.09437155724,1.85635356903
combinations,15,8.421555233,7.38352417946

conjugate_transpose,1024,0.00118503570557,0.00115880966187
conjugate_transpose,16,0.000948190689087,0.00107417106628
conjugate_transpose,2048,0.00145840644836,0.00142860412598
conjugate_transpose,512,0.00120644569397,0.00118641853333

cholesky,1310720,247.035055256,247.74524703
cholesky,262144,58.3868879795,40.088977623
cholesky,65536,12.1992153168,12.3293833733
cholesky,786432,151.190287209,131.673137045
cholesky,524288,119.519225216,103.62296176

deconvolution,1024,1.11944355965,1.21901974678
deconvolution,2048,2.75336799622,2.88263320923
deconvolution,256,0.306309843063,0.315287971497
deconvolution,512,0.562079334259,0.567318153381

euler_method,131072,0.0014289855957,0.0015257358551
euler_method,16384,0.00111079216003,0.00123100280762
euler_method,65536,0.00112996101379,0.00099196434021
euler_method,98304,0.00178260803223,0.00170221328735
euler_method,32768,0.00155019760132,0.00128011703491

nbody,10000000,0.000937604904175,0.00104174613953
nbody,20000000,0.00122699737549,0.00122480392456
nbody,30000000,0.00121564865112,0.00120482444763
nbody,40000000,0.00100722312927,0.000980806350708
nbody,50000000,0.00111565589905,0.0011519908905

lucas,100000,6.1997112751,6.21867575645
lucas,125000,9.48238158226,9.47876024246
lucas,175000,18.0336334705,18.0053231716
lucas,150000,13.4427115917,13.4356328011
lucas,75000,3.57519645691,3.58666362762

aes,1000000,1.65763435364,1.67502923012
aes,1250000,2.08282499313,2.09244055748
aes,250000,0.415092134476,0.420480394363
aes,750000,1.24648599625,1.25617337227
aes,500000,0.832909011841,0.836958026886

